pair,task1,task2,merge_right_subspace_overlap_top_k,merge_right_subspace_overlap_bottom_k,merge_interaction_matrix_overlap_top_k,merge_interaction_matrix_overlap_bottom_k,merge_effective_rank,merge_effective_rank_mergeability_score,merge_stable_rank,merge_spectral_gap,merge_singular_value_ratio,merge_layerwise_effective_rank,merge_layerwise_effective_rank_mergeability_score,merge_task_vector_cosine_similarity,merge_task_vector_l2_distance,merge_task_vector_dot_product,merge_weight_space_angle,merge_task_vector_magnitude_ratio,merge_singular_value_overlap,merge_subspace_overlap,merge_right_subspace_overlap,merge_activation_l2_distance,merge_activation_cosine_similarity,merge_activation_magnitude_ratio,merge_activation_dot_product,merge_encoder_gradient_cosine_similarity,merge_encoder_gradient_l2_distance,merge_encoder_gradient_dot_product,merge_input_gradient_cosine_similarity,merge_input_gradient_l2_distance,merge_input_gradient_dot_product,perf_weight_avg,perf_isotropic,perf_tsv,perf_arithmetic
SUN397__OxfordIIITPet,SUN397,OxfordIIITPet,0.400122403781751,0.36009186402005966,0.19737449168877783,0.2130654015499255,1.8368715047836304,0.16312849521636963,1.7163217067718506,0.578080952167511,0.4219190180301666,1.745462722113776,0.25453727788622404,0.06417973339557648,2.449558734893799,0.14102226495742798,86.3202430151138,0.4086932049652424,0.9182684275339235,0.07676167836729084,0.12652981253165113,2.22049880027771,0.9749795794487,0.9810408982290996,95.36910247802734,0.023370854556560516,0.8944761157035828,-0.004174298606812954,0.0072232019156217575,0.10353250801563263,-2.7710279027814977e-05,0.9838700294494629,0.95903480052948,0.9996307790279388,0.9595091938972473
SUN397__STL10,SUN397,STL10,0.40868983088601024,0.35062122449256544,0.19761914823133991,0.20505908132478032,1.8148950338363647,0.18510496616363525,1.683693766593933,0.604748547077179,0.39525148272514343,1.7752687457939413,0.22473125420605866,0.024064039811491966,2.4707672595977783,0.050651319324970245,88.621098977048,0.39149853074938257,0.9092226759442743,0.08100810492376115,0.12923907401426776,2.7230565547943115,0.9619088768959045,0.9878474579726793,93.44227600097656,-0.034618645906448364,0.7142370343208313,0.004246826749294996,-0.0006563612259924412,0.12189590185880661,2.425809725536965e-05,0.9839186668395996,0.9594201445579529,0.9975265860557556,0.9641479849815369
SUN397__CIFAR100,SUN397,CIFAR100,0.40359954270687637,0.39140535472156723,0.19224325567483902,0.24144694331225078,1.9560939073562622,0.04390609264373779,1.915588140487671,0.34699609875679016,0.6530038714408875,1.8924427379357622,0.10755726206423777,0.04201645776629448,4.11104154586792,0.33960771560668945,87.59192541630168,0.6651721773566129,0.9380441319267705,0.08023119546332451,0.12762938119330497,2.4080581665039062,0.9738415479660034,0.9366606297863462,99.771240234375,-0.05423734337091446,0.7982245087623596,0.005575765389949083,0.004138150252401829,0.1243487149477005,3.509501402731985e-05,0.9593958258628845,0.9460773766040802,0.9774900376796722,0.9314901530742645
SUN397__CIFAR10,SUN397,CIFAR10,0.3745351098643523,0.3839155081317867,0.17325620585173931,0.2338329249474589,1.984186053276062,0.01581394672393799,1.9688239097595215,0.22354327142238617,0.7764567136764526,1.9046976665998039,0.09530233340019612,0.037068262696266174,3.6343119144439697,0.24781198799610138,87.87565830997858,0.8042147702686745,0.9172133139844211,0.07514392817920108,0.1184384052483541,3.6650869846343994,0.9325703978538513,0.9700250744054083,92.25672912597656,0.03641650080680847,0.6656829714775085,0.005311902612447739,-0.003181395586580038,0.08143149316310883,-1.3037995813647285e-05,0.9743863046169281,0.9683842658996582,0.9838152527809143,0.9592540562152863
SUN397__Food101,SUN397,Food101,0.38426921448822626,0.4093134022535305,0.18433357501086198,0.2647741895195378,1.9318915605545044,0.0681084394454956,1.8717983961105347,0.4148472547531128,0.5851527452468872,1.8670005165206283,0.13299948347937174,0.03645290061831474,4.492672920227051,0.3326948285102844,87.91093980719153,0.5890852338213906,0.9402122351358522,0.08491852547762531,0.12151660036365947,2.7033743858337402,0.967391848564148,0.9285409520448497,99.97711181640625,0.04671509191393852,0.850126326084137,0.023481832817196846,0.0012934042606502771,0.11521970480680466,-7.882672798587009e-05,0.9844512641429901,0.9851046800613403,0.9933823347091675,0.9669510126113892
SUN397__FashionMNIST,SUN397,FashionMNIST,0.3268134537838796,0.3568092943089306,0.1444083435179771,0.2057787319118122,1.9587173461914062,0.04128265380859375,1.9204477071762085,0.33821940422058105,0.661780595779419,1.8857925069590358,0.11420749304096423,0.029060818254947662,4.054454326629639,0.22809872031211853,88.3347033095255,0.6849789453496117,0.909092256483042,0.06993622616776879,0.10334749986540596,3.3850653171539307,0.9402702450752258,0.9995727165966162,90.19166564941406,0.0035956476349383593,0.717643141746521,0.008653436787426472,-0.010164598934352398,0.09896322339773178,5.030186002841219e-06,0.9645545184612274,0.936770886182785,0.9757629930973053,0.9360722601413727
SUN397__EMNIST,SUN397,EMNIST,0.29843614629004583,0.29688299804787754,0.12952447238044357,0.1563287681091647,1.9993833303451538,0.0006166696548461914,1.9987672567367554,0.04846324399113655,0.9515367746353149,1.947205907859243,0.05279409214075703,0.027063924819231033,3.1676268577575684,0.13922347128391266,88.4491619713844,0.9568185917116127,0.8616822913007917,0.06512022468278994,0.09437380950405908,3.5941436290740967,0.9433913230895996,0.9088915878337246,99.60453796386719,0.003754065837711096,0.7166094183921814,0.06004917994141579,0.007415824104100466,0.1497127115726471,-8.005117706488818e-06,0.9785065054893494,0.9359451532363892,0.9894180595874786,0.9611106514930725
SUN397__KMNIST,SUN397,KMNIST,0.3015980699228974,0.31146999022797667,0.1306791589683238,0.16563183617040092,1.9658520221710205,0.03414797782897949,1.9337782859802246,0.31231173872947693,0.6876882314682007,1.8965872203671643,0.10341277963283568,0.03221680596470833,3.923004150390625,0.24126632511615753,88.1537935249605,0.7179231460636999,0.8925017703254268,0.06608290776329223,0.0953736931085587,3.557499885559082,0.9450805187225342,0.9063010418357768,100.06807708740234,-0.034584034234285355,0.6412549614906311,-0.0012956899590790272,-0.008913496509194374,0.10967227816581726,1.739801882649772e-05,0.9508208632469177,0.5922940596938133,0.9826364815235138,0.7224313318729401
SUN397__RenderedSST2,SUN397,RenderedSST2,0.2808024621935723,0.3235984417903423,0.11935650929808617,0.17386679686078765,1.9486980438232422,0.05130195617675781,1.902009129524231,0.36998075246810913,0.6300192475318909,1.8768336536202976,0.12316634637970236,0.032376307994127274,2.6922497749328613,0.10794427990913391,88.14464996192,0.620125967495722,0.8964514102575913,0.06398865386562527,0.08879753025072921,2.904564380645752,0.9644121527671814,0.9102505763796402,101.67192077636719,0.012654482387006283,0.8987202644348145,0.0034984343219548464,-0.005715268198400736,0.08440385013818741,-3.070472303079441e-06,0.9877236485481262,0.9309985339641571,1.0049361884593964,0.948563426733017
Cars__RESISC45,Cars,RESISC45,0.36349822593260134,0.3536011355755383,0.17249918651749502,0.20955619429027275,1.9940574169158936,0.005942583084106445,1.9881795644760132,0.14317390322685242,0.8568260669708252,1.9180207068200386,0.08197929317996144,0.03732214495539665,2.565589427947998,0.12628957629203796,87.86110185520756,0.87393288853102,0.9402246362758133,0.07168574532810246,0.11494823081313438,2.4304888248443604,0.9710100293159485,0.9807715703561741,98.29167175292969,0.10781818628311157,0.9753352403640747,0.014071749523282051,0.007491016760468483,0.12550249695777893,3.8276761188171804e-05,0.9580336809158325,0.9073733687400818,0.9883910715579987,0.9029264748096466
Cars__EuroSAT,Cars,EuroSAT,0.31259632409291643,0.3140021379110128,0.13711155866676905,0.17080755691694202,1.9985604286193848,0.0014395713806152344,1.9971249103546143,0.07310935854911804,0.9268906116485596,1.911827684033979,0.08817231596602104,0.034500278532505035,2.464420795440674,0.10816637426614761,88.02288729964368,0.9432116672918587,0.9174889382326378,0.06557312180411141,0.09885163622082402,2.3863942623138428,0.972413182258606,0.9739731754780522,99.12077331542969,-0.028943896293640137,1.159371256828308,-0.0035788710229098797,0.0024324541445821524,0.121182382106781,-9.482300811214373e-06,0.9678061008453369,0.9221614599227905,0.99144047498703,0.9348109364509583
Cars__SVHN,Cars,SVHN,0.3002623339393954,0.31383166971083337,0.1284279705218549,0.16932662155145323,1.8750693798065186,0.12493062019348145,1.7758760452270508,0.5242605805397034,0.47573941946029663,1.7908715178662113,0.20912848213378865,0.040011268109083176,3.975277900695801,0.2508173882961273,87.706911091692,0.47174093430503594,0.9135371592809569,0.06574289711578837,0.09495128871134995,3.6721484661102295,0.9399972558021545,0.9264818396672305,100.7280502319336,0.008895554579794407,1.0204544067382812,0.00455693993717432,-0.011145299300551414,0.12855710089206696,-3.6122921301284805e-05,0.953809916973114,0.8970767855644226,0.9759033620357513,0.9217400252819061
Cars__GTSRB,Cars,GTSRB,0.3285049993479461,0.3164851542927191,0.1431736048170418,0.17353132201956128,1.9981344938278198,0.0018655061721801758,1.9962756633758545,0.08281207084655762,0.9171879291534424,1.9055136684143872,0.09448633158561281,0.051792364567518234,2.4402785301208496,0.16210435330867767,87.03118780788559,0.9448220194234939,0.9255890115252081,0.0674171156478378,0.1038824069050123,2.6444990634918213,0.9668754935264587,0.9619057790217,99.792724609375,-0.015253065153956413,1.0845867395401,0.013487188145518303,0.00429581617936492,0.10676281154155731,3.5370503610465676e-05,0.9647895097732544,0.8517821133136749,0.9881845712661743,0.9045305252075195
Cars__MNIST,Cars,MNIST,0.3137153337483456,0.3015761958941108,0.1376654736275943,0.1609557589674193,1.929709792137146,0.070290207862854,1.8679407835006714,0.42008405923843384,0.5799159407615662,1.8329219499005625,0.16707805009943755,0.050684623420238495,3.326845645904541,0.25589728355407715,87.09474018319581,0.585719257864675,0.9032127688515861,0.06708988488282797,0.0992054996063124,4.115607738494873,0.9335981607437134,0.8779138855656002,105.576904296875,0.0015930067747831345,0.9339311122894287,0.002860634122043848,-0.0071183256804943085,0.09757822006940842,2.3650750335946213e-06,0.9532540440559387,0.9422766268253326,0.9663719236850739,0.9379006326198578
Cars__DTD,Cars,DTD,0.3535971587784517,0.34047917271704203,0.16377060505438526,0.19516144437223393,1.9783233404159546,0.02167665958404541,1.957491397857666,0.25687241554260254,0.7431275844573975,1.8714303207002263,0.1285696792997737,0.0667131096124649,2.0976500511169434,0.15059161186218262,86.17477934871141,0.7633268979477243,0.9387928652313521,0.0721412671062182,0.11181723284271525,2.719364643096924,0.9623947739601135,0.9886554583241928,94.46243286132812,-0.026382580399513245,1.2888532876968384,-0.010908842086791992,-0.00012181699275970459,0.16126300394535065,8.88850845512934e-05,0.9227996170520782,0.8180097043514252,0.9887048900127411,0.8330310881137848
Cars__Flowers102,Cars,Flowers102,0.35264561114235504,0.3175655182717595,0.16240281710084878,0.17411850360749326,1.8197224140167236,0.18027758598327637,1.6907626390457153,0.5991119146347046,0.400888055562973,1.7441756474579497,0.25582435254205027,0.06937004625797272,1.8158073425292969,0.08438726514577866,86.02219442925137,0.4113637702809964,0.9313447441694871,0.07453121776288409,0.11151632379810764,1.7396694421768188,0.9846604466438293,0.9783372441551113,95.63919067382812,-0.011923112906515598,1.554993748664856,-0.04820038750767708,-0.0027899863198399544,0.1419515609741211,-1.917749614221975e-06,0.9239875376224518,0.8836645483970642,0.9819472432136536,0.8656443655490875
Cars__PCAM,Cars,PCAM,0.3072853687966454,0.3184564687632058,0.13309924388831518,0.17022991107495608,1.8849616050720215,0.11503839492797852,1.791920781135559,0.5083141326904297,0.4916858673095703,1.7924765490087935,0.2075234509912065,0.034400925040245056,3.830895185470581,0.2055540233850479,88.0285832165182,0.49490641397230406,0.915137917365668,0.06714318720799574,0.09717216643522372,5.339042663574219,0.8519717454910278,0.9658900919339827,81.69844055175781,-0.013276394456624985,1.0835199356079102,-0.019407041370868683,0.0021577137522399426,0.12279458343982697,-4.537273525784258e-06,0.8993915319442749,0.9060991406440735,0.924565315246582,0.8704180121421814
Cars__FER2013,Cars,FER2013,0.34134145824455303,0.34619525195821305,0.15393815892484952,0.19574753166492678,1.9359714984893799,0.06402850151062012,1.8790513277053833,0.40473029017448425,0.5952697396278381,1.8681060159542966,0.1318939840457034,0.03355567157268524,3.3172149658203125,0.1671222746372223,88.07704065501116,0.5937594026122952,0.9285721182823181,0.06790547986637871,0.107941649207529,2.57267165184021,0.9674695730209351,0.981278294232689,97.88268280029297,-0.1104062870144844,1.1707981824874878,0.013037154451012611,-0.005853533744812012,0.1320466548204422,5.9021225752076134e-05,0.9570037722587585,0.889561653137207,0.9905900657176971,0.9049782156944275
Cars__OxfordIIITPet,Cars,OxfordIIITPet,0.3846913348419136,0.3512435909694304,0.1848818763809384,0.20471696111039733,1.914560079574585,0.08543992042541504,1.8415521383285522,0.4535999894142151,0.5464000105857849,1.7897889341690059,0.21021106583099414,0.0957314595580101,1.8869707584381104,0.15600468218326569,84.5065787554625,0.5510664831946317,0.9352589913134305,0.07671922133216316,0.12165008743978897,1.5434213876724243,0.9880307912826538,0.997856047249479,98.30226135253906,-0.0017618481069803238,1.0443873405456543,-0.04230191186070442,-0.0053995586931705475,0.13733899593353271,-3.7492394767468795e-05,0.9705356657505035,0.931506335735321,0.9981078207492828,0.9331475496292114
Cars__STL10,Cars,STL10,0.39016243603869843,0.340318281494925,0.1834535798374212,0.19457591314501357,1.899910569190979,0.100089430809021,1.8166773319244385,0.4821634292602539,0.5178365707397461,1.8426141254292372,0.1573858745707628,0.02041776105761528,1.9322434663772583,0.03187306597828865,88.83006716678682,0.5278818338422718,0.9267885909890229,0.07492348132830749,0.12338020036805346,1.8141942024230957,0.9833562970161438,0.9952434606197667,97.16305541992188,-0.05569639056921005,1.2625927925109863,0.013782941736280918,0.003606037702411413,0.11722276359796524,9.214163583237678e-07,0.9567040503025055,0.936538964509964,0.9761179387569427,0.9411048293113708
Cars__CIFAR100,Cars,CIFAR100,0.36049846642767436,0.3593365993130849,0.16504283843315998,0.20968903162305788,1.88799250125885,0.1120074987411499,1.7968900203704834,0.5032243728637695,0.49677562713623047,1.8063126463919426,0.19368735360805744,0.04315803945064545,3.8256025314331055,0.25870996713638306,87.52645820521748,0.49331860548224876,0.9321859658889051,0.07297645202785169,0.11399962958299888,2.773122787475586,0.9642750024795532,0.9527150961188006,100.48442077636719,-0.024388909339904785,1.1335113048553467,0.010588848032057285,-0.0013244502479210496,0.1260581612586975,-5.636728019453585e-06,0.9424343109130859,0.9416278600692749,0.9775297045707703,0.9040632545948029
Cars__CIFAR10,Cars,CIFAR10,0.3770797599772013,0.36132669183372834,0.1737771297471141,0.21156623862016033,1.9328662157058716,0.06713378429412842,1.8735263347625732,0.41246968507766724,0.5875303149223328,1.8338457417968612,0.16615425820313878,0.0440947487950325,3.29089617729187,0.2186252325773239,87.47273756459454,0.5964382192799865,0.9281166589485025,0.07436179544003503,0.11924308819590877,2.668025016784668,0.9647189378738403,0.9866514109924712,97.0728759765625,0.05196862667798996,1.0637131929397583,0.003564717248082161,-0.00440465472638607,0.12441892921924591,-2.4897326511563733e-05,0.8659540414810181,0.9482191801071167,0.8741788566112518,0.9037849307060242
Cars__Food101,Cars,Food101,0.3565059141867024,0.3737711973641021,0.16711014899302204,0.22666829629397056,1.8523215055465698,0.14767849445343018,1.739962100982666,0.5576105117797852,0.44238945841789246,1.7716986588251489,0.22830134117485112,0.042007576674222946,4.2291035652160645,0.2843380868434906,87.59243471505194,0.4368894490052497,0.9332173781574897,0.07467557759779805,0.11273710857022484,2.199230670928955,0.9786277413368225,0.9444562462067378,102.87186431884766,-0.009123452007770538,1.1678990125656128,-0.008190443739295006,-0.0028668856248259544,0.12510506808757782,-1.5504342627536971e-06,0.9696295857429504,0.9800684154033661,0.9898888766765594,0.9435061812400818
Cars__FashionMNIST,Cars,FashionMNIST,0.33633306013161557,0.347433062036289,0.15075485569969663,0.1974375271589829,1.8925137519836426,0.10748624801635742,1.804349660873413,0.4954386055469513,0.5045614242553711,1.8003115018488738,0.19968849815112621,0.03929271176457405,3.7415659427642822,0.22872842848300934,87.74811374226603,0.5080081061830247,0.9248889594707849,0.06783692555607489,0.10635785595426017,2.6437370777130127,0.9643329381942749,0.9827286395049278,94.0852279663086,0.06331854313611984,1.141005039215088,-0.007546833250671625,-0.006906920578330755,0.1253890097141266,-5.1945553423138335e-06,0.9439913332462311,0.9252614676952362,0.960939347743988,0.9141119420528412
Cars__EMNIST,Cars,EMNIST,0.31497168084510174,0.2912887581285998,0.1384916694237376,0.15111845772151114,1.9859157800674438,0.014084219932556152,1.9721906185150146,0.21228493750095367,0.7877150774002075,1.9147753431728618,0.0852246568271382,0.034565843641757965,2.766681432723999,0.13187497854232788,88.01912845365827,0.7751108467965574,0.8960572065047498,0.06799786692520358,0.09960279194813856,3.4352123737335205,0.9481428265571594,0.924470089729396,101.822021484375,-0.007160816341638565,0.9069601893424988,-0.0051888637244701385,-0.0006370957707986236,0.10585809499025345,-3.524531280163501e-07,0.9637584090232849,0.9108417332172394,0.9833101630210876,0.9397132992744446
Cars__KMNIST,Cars,KMNIST,0.3121113931236704,0.30064615055954086,0.13712374200025257,0.15660538865727777,1.9041427373886108,0.09585726261138916,1.8238002061843872,0.4742419123649597,0.5257580876350403,1.8160347459206294,0.1839652540793706,0.04523584619164467,3.594917058944702,0.2512407898902893,87.40729218218584,0.5324408586465845,0.9159887376821266,0.06645403782714088,0.09869828561566912,3.3386266231536865,0.9515655040740967,0.9218351414877923,102.48168182373047,-0.003066267818212509,0.9917542934417725,0.0034759901463985443,0.0015500204171985388,0.11405763775110245,2.086336962747737e-06,0.9283778667449951,0.5706878826022148,0.974067211151123,0.696457028388977
Cars__RenderedSST2,Cars,RenderedSST2,0.2694922770185289,0.30637756183870035,0.11496098641798182,0.160184259869088,1.9914051294326782,0.008594870567321777,1.9829447269439697,0.1697414368391037,0.8302585482597351,1.8909903381273352,0.10900966187266481,0.04937029257416725,2.1891725063323975,0.12207626551389694,87.17014021172491,0.8361544353902305,0.9077962423270604,0.06161418574036292,0.08522093363527984,2.6835291385650635,0.9693903923034668,0.9258523714886302,103.94842529296875,0.010702589526772499,1.2070125341415405,-0.0413617305457592,-0.002511231927201152,0.11549055576324463,,0.9821593165397644,0.9047245681285858,1.0083439648151398,0.9306511580944061
RESISC45__EuroSAT,RESISC45,EuroSAT,0.48918527171241677,0.35251092478054113,0.2625613773487649,0.20866786757536795,1.996827483177185,0.0031725168228149414,1.9936734437942505,0.10665605217218399,0.8933439254760742,1.9274159679545377,0.07258403204546227,0.07087825983762741,2.5865588188171387,0.2542755901813507,85.93556689471163,0.9265501253183698,0.9240004195357269,0.1007057192471792,0.15469397565103923,2.024837017059326,0.980299711227417,0.9930683197967769,101.88374328613281,0.00833810307085514,0.5148738026618958,-0.001281062257476151,-0.0037425197660923004,0.06185603141784668,2.5308647309429944e-05,0.9496243596076965,0.9121173322200775,0.9744628369808197,0.9370032250881195
RESISC45__SVHN,RESISC45,SVHN,0.3123727261895072,0.3176439646374136,0.13632035842341073,0.1755972159455337,1.9135711193084717,0.08642888069152832,1.8398537635803223,0.45563480257987976,0.5443652272224426,1.839364683606821,0.16063531639317907,0.0377880334854126,4.080195426940918,0.2710513174533844,87.83438956452127,0.5397908014401172,0.9210159317502435,0.06526708546674474,0.09878093566534654,3.899385690689087,0.932038426399231,0.944645896832809,101.83329772949219,0.009333093650639057,0.579095721244812,-0.00173401297070086,-0.02535366825759411,0.05408913642168045,1.440058713342296e-05,0.9559217393398285,0.8967933654785156,0.982019692659378,0.9171033501625061
RESISC45__GTSRB,RESISC45,GTSRB,0.33080872965386093,0.31143414366408023,0.14518239299924868,0.1712446802664759,1.9977551698684692,0.0022448301315307617,1.995519757270813,0.09048022329807281,0.9095197916030884,1.918440048808491,0.08155995119150905,0.04577447846531868,2.619417190551758,0.16393595933914185,87.37639882349833,0.9249709157543465,0.9326065744993821,0.07054447399557759,0.10461091163023462,3.058131217956543,0.9557539820671082,0.980764337074307,100.57882690429688,0.00013878382742404938,0.6275342106819153,0.002226774115115404,-0.004296044819056988,0.11363539844751358,-1.319564034929499e-05,0.9669658839702606,0.8580081164836884,0.991305410861969,0.9048263132572174
RESISC45__MNIST,RESISC45,MNIST,0.31045952057598114,0.29874683737438895,0.135191378341812,0.16162718329930081,1.9604856967926025,0.03951430320739746,1.9237362146377563,0.33209240436553955,0.6679075956344604,1.8723962417199251,0.12760375828007486,0.04744336009025574,3.454941511154175,0.2740858793258667,87.28067490725508,0.6702107971347792,0.9113334462327777,0.06442540394810008,0.09817591703162996,3.9459376335144043,0.9386242032051086,0.89512574803405,108.22630310058594,0.002557074185460806,0.7392436861991882,-0.013166342861950397,0.0014091467019170523,0.0652259960770607,-7.094554916875495e-07,0.9713008403778076,0.9491737186908722,0.9899698793888092,0.9470258951187134
